source,text,created_at,retweet_count,favorite_count,is_retweet,id_str
Twitter for iPhone,https://t.co/qbumF9Pu1D,6/28/2020 3:53,20586,62982,FALSE,1.27709E+18
Twitter for iPhone,https://t.co/vdkiANtemB,6/28/2020 2:22,31454,81159,FALSE,1.27706E+18
Twitter for iPhone,RT @KerriKupecDOJ: “The complaint unsealed today alleges that on June 22 2020 the four men along with other unidentified individuals d…,6/28/2020 2:09,13718,0,FALSE,1.27706E+18
Twitter for iPhone,https://t.co/pRiUSDcdJy,6/27/2020 22:03,47307,117092,FALSE,1.277E+18
Twitter for iPhone,https://t.co/84jVrJvEP3,6/27/2020 22:03,34031,72666,FALSE,1.277E+18
Twitter for iPhone,https://t.co/Vdgm5uZYk9,6/27/2020 22:03,33554,71096,FALSE,1.277E+18
Twitter for iPhone,https://t.co/hYnyoKZVcR,6/27/2020 22:03,30879,65255,FALSE,1.277E+18
Twitter for iPhone,https://t.co/hGxgtbEZx0,6/27/2020 22:03,30797,65023,FALSE,1.277E+18
Twitter for iPhone,https://t.co/9cbbZNmHFI,6/27/2020 22:03,32177,68627,FALSE,1.277E+18
Twitter for iPhone,https://t.co/1CABQA6kCb,6/27/2020 22:02,32763,70111,FALSE,1.277E+18
Twitter for iPhone,https://t.co/vftJUBMRCy,6/27/2020 22:02,32774,69719,FALSE,1.277E+18
Twitter for iPhone,https://t.co/NHj7ld9Nqj,6/27/2020 22:02,31005,65190,FALSE,1.277E+18
Twitter for iPhone,https://t.co/cfuMih03nP,6/27/2020 22:02,30532,64942,FALSE,1.277E+18
Twitter for iPhone,https://t.co/XfwQmu8GK7,6/27/2020 22:01,30361,64179,FALSE,1.277E+18
Twitter for iPhone,https://t.co/ZhYgOMfPeg,6/27/2020 22:01,34337,73013,FALSE,1.277E+18
Twitter for iPhone,https://t.co/XWvCF1Kgx0,6/27/2020 22:01,33609,71286,FALSE,1.277E+18
Twitter for iPhone,https://t.co/3X0C2xqacB,6/27/2020 22:01,32747,70837,FALSE,1.277E+18
Twitter for iPhone,https://t.co/SIg1jO1Euv,6/27/2020 22:01,37758,86525,FALSE,1.277E+18
Twitter for iPhone,https://t.co/nwAbhemhZf,6/27/2020 21:47,50299,111746,FALSE,1.277E+18
Twitter for iPhone,https://t.co/Z5vw1REfDc,6/27/2020 21:30,39647,114921,FALSE,1.27699E+18
Twitter for iPhone,https://t.co/hvyjRBiyCC,6/27/2020 21:04,31414,102434,FALSE,1.27698E+18
Twitter for iPhone,https://t.co/7323xz70CX,6/27/2020 21:03,19390,54705,FALSE,1.27698E+18
Twitter for iPhone,This Tweet from @realDonaldTrump has been withheld in response to a report from the copyright holder. Learn more.,6/27/2020 21:00,23624,62087,FALSE,1.27698E+18
Twitter for iPhone,Corrupt Joe Biden said yesterday that we have over “120 million” people dead of Coronavirus!,6/27/2020 19:55,42250,209125,FALSE,1.27697E+18
Twitter for iPhone,RT @TONYxTWO: @realDonaldTrump @FoxNews @seanhannity @CNN https://t.co/5Rr6ugmRre,6/27/2020 14:09,16665,0,FALSE,1.27688E+18
Twitter for iPhone,RT @TONYxTWO: @realDonaldTrump https://t.co/eqGX4GCE9j,6/27/2020 14:07,20839,0,FALSE,1.27688E+18
Twitter for iPhone,RT @TONYxTWO: The HYPOCRISY is Unbelievable! 💥MUST WATCH &amp; RT!!!! 👇🏼 https://t.co/hH5aP9uk3c,6/27/2020 14:06,59853,0,FALSE,1.27688E+18
Twitter for iPhone,....Obamacare is a joke! Deductible is far too high and the overall cost is ridiculous. My Administration has gone out of its way to manage OC much better than previous but it is still no good. I will ALWAYS PROTECT PEOPLE WITH PRE-EXISTING CONDITIONS ALWAYS ALWAYSALWAYS!!!,6/27/2020 13:23,26298,112833,FALSE,1.27687E+18
Twitter for iPhone,Now that the very expensive unpopular and unfair Individual Mandate provision has been terminated by us many States &amp; the U.S. are asking the Supreme Court that Obamacare itself be terminated so that it can be replaced with a FAR BETTER AND MUCH LESS EXPENSIVE ALTERNATIVE.....,6/27/2020 13:23,34715,148834,FALSE,1.27687E+18
Twitter for iPhone,RT @realDonaldTrump: If I ever said something so mortifyingly stupid the Fake News Media would come down on me with a vengeance. This is b…,6/27/2020 11:36,75482,0,FALSE,1.27684E+18
Twitter for iPhone,RT @realDonaldTrump: MANY people in custody with many others being sought for Vandalization of Federal Property in Lafayette Park. 10 year…,6/27/2020 11:34,65222,0,FALSE,1.27684E+18
Twitter for iPhone,RT @WhiteHouse: President @realDonaldTrump has signed an executive order to ensure anyone that destroys or vandalizes a monument memorial…,6/27/2020 11:33,25000,0,FALSE,1.27684E+18
Twitter for iPhone,RT @GOPChairwoman: .@realDonaldTrump’s administration is holding violent rioters accountable for their disgraceful actions. https://t.co/V9…,6/27/2020 11:32,9600,0,FALSE,1.27684E+18
Twitter for iPhone,RT @Lrihendry: Been out all day putting Trump stickers on rioters cars then sitting back watching them destroy each other’s cars. I have…,6/27/2020 11:32,29490,0,FALSE,1.27684E+18
Twitter for iPhone,RT @NatalieJHarp: .@JoeBiden didn’t pass VA Accountability or Choice. He didn’t give us the Right to Try—&amp; he had decades to get it done!…,6/27/2020 11:31,8927,0,FALSE,1.27684E+18
Twitter for iPhone,RT @Lrihendry: IT’S TIME TO #PardonRogerStone As Prosecuting Attorneys Resign Over 110000 Sign Petition to Pardon Roger Stone via @nati…,6/27/2020 11:30,8986,0,FALSE,1.27684E+18
Twitter for iPhone,RT @AnthemRespect: The Speaker of the pandering House just referred to George Floyd as George Kirby.She wants to name the bill after Geor…,6/27/2020 11:29,14315,0,FALSE,1.27684E+18
Twitter for iPhone,RT @Lrihendry: The silent majority are watching all this insanity perpetrated by Democrats and plan to take action on November 3 2020. #Tr…,6/27/2020 11:28,20089,0,FALSE,1.27684E+18
Twitter for iPhone,RT @JennPellegrino: VP: US has reached 30 million tests and is now conducting 500000 a day.,6/27/2020 11:28,7466,0,FALSE,1.27684E+18
Twitter for iPhone,Do not believe the Fake News Media. Oklahoma speech had the highest Saturday television ratings in @FoxNews history. @seanhannity dominated T.V. with my interview on Thursday night more than @CNN &amp; MSDNC COMBINED. These are the real polls the Silent Majority not FAKE POLLS!,6/27/2020 11:17,31073,130104,FALSE,1.27684E+18
Twitter for iPhone,....We will win the Election against Corrupt Joe Biden Nancy Pelosi and Schumer. We will save the Supreme Court your 2nd Amendment permanent damage from the ridiculous Green New Deal and you from massive Tax Hikes. Also our Heritage History and LAW &amp; ORDER!,6/27/2020 11:17,22534,89653,FALSE,1.27684E+18
Twitter for iPhone,RT @GOPChairwoman: The enthusiasm is undeniable.@realDonaldTrump’s town hall on Fox News drew over 5 MILLION viewers beating MSNBC and C…,6/27/2020 5:33,12626,0,FALSE,1.27675E+18
Twitter for iPhone,I just had the privilege of signing a very strong Executive Order protecting American Monuments Memorials and Statues - and combatting recent Criminal Violence. Long prison terms for these lawless acts against our Great Country!,6/26/2020 21:48,61517,283248,FALSE,1.27663E+18
Twitter for iPhone,Big WIN in Texas on Mail-In Ballots!,6/26/2020 21:31,34094,188609,FALSE,1.27663E+18
Twitter for iPhone,I was going to go to Bedminster New Jersey this weekend but wanted to stay in Washington D.C. to make sure LAW &amp; ORDER is enforced. The arsonists anarchists looters and agitators have been largely stopped...,6/26/2020 21:15,30640,149408,FALSE,1.27663E+18
Twitter for iPhone,...I am doing what is necessary to keep our communities safe — and these people will be brought to Justice!,6/26/2020 21:15,22267,112164,FALSE,1.27663E+18
Twitter for iPhone,MANY people in custody with many others being sought for Vandalization of Federal Property in Lafayette Park. 10 year prison sentences! @FBIWFO https://t.co/mrLyxbWNvq,6/26/2020 17:15,64766,177637,FALSE,1.27656E+18
Twitter for iPhone,RT @SteveGuest: Biden slammed after wrongly saying ‘we have over 120 million dead from COVID’https://t.co/qavJT0yoAD,6/26/2020 4:04,12767,0,FALSE,1.27637E+18
Twitter for iPhone,RT @SteveGuest: Do you want more people to see Joe Biden forget Obama's name? https://t.co/x5M6TKptNy,6/26/2020 4:00,15202,0,FALSE,1.27636E+18
Twitter for iPhone,He has no idea so the answer is yes!!! https://t.co/nFuVmZuqFd,6/26/2020 3:57,18170,66532,FALSE,1.27636E+18
Twitter for iPhone,Coronavirus deaths are way down. Mortality rate is one of the lowest in the World. Our Economy is roaring back and will NOT be shut down. “Embers” or flare ups will be put out as necessary!,6/26/2020 3:54,44584,206955,FALSE,1.27636E+18
Twitter for iPhone,"RT @GOPChairwoman: Joe Biden finally left the basement and here is the ""welcome"" he received. Pennsylvania voters support @realDonaldTru…",6/26/2020 2:44,21456,0,FALSE,1.27635E+18
Twitter for iPhone,RT @Scavino45: President Trump returns to the White House after a GREAT day in Wisconsin.... https://t.co/Obklba8zFv,6/26/2020 2:41,11022,0,FALSE,1.27634E+18
Twitter for iPhone,I was honored to be in Wisconsin today on the edge of beautiful Lake Michigan with the legendary workers of Marinette Marine! https://t.co/7RPGKcqsGa,6/26/2020 2:36,19992,89020,FALSE,1.27634E+18
Twitter for iPhone,RT @realDonaldTrump: I will be interviewed by @SeanHannity tonight at 9:00 P.M. Eastern on @FoxNews. Enjoy!,6/26/2020 0:33,19992,0,FALSE,1.27631E+18
Twitter for iPhone,If I ever said something so mortifyingly stupid the Fake News Media would come down on me with a vengeance. This is beyond a normal mistake. Why isn’t the media reporting it? https://t.co/KkuWLkMfp7,6/26/2020 0:31,75144,237866,FALSE,1.27631E+18
Twitter for iPhone,"RT @WhiteHouse: ""This contract will support your 1500 full-time employees and it will also enable you to hire another 1000 people all ac…",6/25/2020 22:07,9835,0,FALSE,1.27628E+18
Twitter for iPhone,RT @WhiteHouse: Today represents a victory for Wisconsin for our military and for the entire Nation. 🇺🇸 https://t.co/2XoJaPXxqp,6/25/2020 22:07,8422,0,FALSE,1.27628E+18
Twitter for iPhone,"RT @WhiteHouse: ""For more than 75 years the workers of this shipyard have built some 1500 of the finest and most fearsome vessels ever to…",6/25/2020 22:07,7929,0,FALSE,1.27628E+18
Twitter for iPhone,I will be interviewed by @SeanHannity tonight at 9:00 P.M. Eastern on @FoxNews. Enjoy!,6/25/2020 22:06,19902,105910,FALSE,1.27628E+18
Twitter for iPhone,RT @WhiteHouse: LIVE: President Trump delivers remarks at Fincantieri Marinette Marine https://t.co/D8UIY7BUJi,6/25/2020 21:07,7484,0,FALSE,1.27626E+18
Twitter for iPhone,Landing in Wisconsin. Launching big new ship contract!,6/25/2020 17:44,20027,113568,FALSE,1.27621E+18
Twitter for iPhone,LAW &amp; ORDER!,6/25/2020 17:35,42885,247164,FALSE,1.27621E+18
Twitter for iPhone,Told that @NYCMayor Bill de Blasio wants to paint the fabled &amp; beautiful Fifth Avenue right in front of Trump Tower/Tiffany with a big yellow Black Lives Matter sign. “Pigs in a Blanket Fry ‘Em Like Bacon” referring to killing Police is their chant. NYC Police are furious!,6/25/2020 17:30,27079,83151,FALSE,1.27621E+18
Twitter for iPhone,Black Lives Matter leader states “If U.S. doesn’t give us what we want then we will burn down this system and replace it”. This is Treason Sedition Insurrection!,6/25/2020 17:29,75517,278853,FALSE,1.27621E+18
Twitter for iPhone,The Obama/Biden Administration is the most CORRUPT in HISTORY! https://t.co/kWa3SZnqPY,6/25/2020 17:28,34043,101331,FALSE,1.27621E+18
Twitter for iPhone,When are the thugs looters and anarchists moving out of the so-called “Autonomous Zone” in Seattle? Get going!,6/25/2020 17:04,29762,139347,FALSE,1.2762E+18
Twitter for iPhone,The number of ChinaVirus cases goes up because of GREAT TESTING while the number of deaths (mortality rate) goes way down. The Fake News doesn’t like telling you that!,6/25/2020 16:06,56716,236822,FALSE,1.27618E+18
Twitter for iPhone,Failed presidential candidate (thank you President Trump!) Carly Fiorina said she will be voting for Corrupt Joe Biden. She lost so badly to me twice in one campaign that she should be voting for Joe. No complaints!!!,6/25/2020 15:59,18062,86495,FALSE,1.27618E+18
Twitter for iPhone,The Fake News and phony Fake Suppression Polls have never been worse. The Lamestream Media has gone CRAZY!,6/25/2020 15:20,28901,128032,FALSE,1.27617E+18
Twitter for iPhone,A @FoxNews commentator just ripped me with lies with nobody defending. They talked about the “friendly” protesters (they set the Church on fire the day before. They were anything but friendly) and how I stood and held the Bible upside down - it wasn’t upside down. @edhenry,6/25/2020 14:47,29031,113145,FALSE,1.27617E+18
Twitter for iPhone,RT @TeamTrump: President @realDonaldTrump on the destroying of statues: “Not going to happen while I’m here.” https://t.co/l4bguSWJix,6/25/2020 4:29,11988,0,FALSE,1.27601E+18
Twitter for iPhone,RT @TeamTrump: President @realDonaldTrump: The 20 most dangerous American cities are Democrat run https://t.co/gb9rnYtfhA,6/25/2020 4:28,16451,0,FALSE,1.27601E+18
Twitter for iPhone,RT @Mike_Pence: Today President @realDonaldTrump signed a historic child welfare executive order bringing all adoption partners to the ta…,6/25/2020 4:27,24542,0,FALSE,1.27601E+18
Twitter for iPhone,RT @WhiteHouse: The left is determined to tear down America's cultural heritage and history. Not on President @realDonaldTrump's watch. h…,6/25/2020 4:27,10604,0,FALSE,1.27601E+18
Twitter for iPhone,RT @WhiteHouse: Achieving the best outcomes for vulnerable children and families in America is a priority for both President @realDonaldTru…,6/25/2020 4:27,13492,0,FALSE,1.27601E+18
Twitter for iPhone,RT @IngrahamAngle: This is beautiful and will have an enormously positive impact on both foster children and the parents who want to adopt…,6/25/2020 4:26,11425,0,FALSE,1.27601E+18
Twitter for iPhone,“How Trump Is Making Black America Great Again The Untold Story Of Black Advancement in the Era of Trump.” By Horace Cooper  A great new book!,6/25/2020 4:19,26887,113070,FALSE,1.27601E+18
Twitter for iPhone,RT @realDonaldTrump: Great!  Appeals Court Upholds Justice Departments Request To Drop Criminal Case Against General Michael Flynn!,6/25/2020 4:11,49531,0,FALSE,1.27601E+18
Twitter for iPhone,RT @realDonaldTrump: A GREAT DAY IN ARIZONA! https://t.co/jsohSb5QF6,6/25/2020 4:11,35358,0,FALSE,1.276E+18
Twitter for iPhone,RT @realDonaldTrump: It is ashame that Congress doesn’t do something about the lowlifes that burn the American Flag. It should be stopped…,6/25/2020 4:10,46334,0,FALSE,1.276E+18
Twitter for iPhone,RT @realDonaldTrump: BIG VICTORY for patients – Federal court UPHOLDS hospital price transparency. Patients deserve to know the price of ca…,6/25/2020 4:10,55021,0,FALSE,1.276E+18
Twitter for iPhone,It was my great honor to free up 5000 square miles of ocean off the coast of Maine. Enjoy!,6/25/2020 4:08,27092,159844,FALSE,1.276E+18
Twitter for iPhone,Very sad to see States allowing roving gangs of wise guys anarchists &amp; looters many of them having no idea what they are doing indiscriminately ripping down our statues and monuments to the past. Some are great works of art but all represent our History &amp; Heritage both....,6/25/2020 3:45,30403,135569,FALSE,1.276E+18
Twitter for iPhone,....the good and the bad. It is important for us to understand and remember even in turbulent and difficult times and learn from them. Knowledge comes from the most unusual of places!,6/25/2020 3:45,19667,99151,FALSE,1.276E+18
Twitter for iPhone,Pres. Obama destroyed the lobster and fishing industry in Maine. Now it’s back bigger and better than anyone ever thought possible. Enjoy your “lobstering” and fishing! Make lots of money!,6/25/2020 0:40,48506,242126,FALSE,1.27595E+18
Twitter for iPhone,Biden failed with China. They took us to the cleaners! I got $Billions out of China and gave much of it to our targeted farmers!,6/24/2020 22:10,34682,164298,FALSE,1.27591E+18
Twitter Media Studio,https://t.co/uVyINiSqH0,6/24/2020 21:47,25053,97871,FALSE,1.27591E+18
Twitter for iPhone,LAW &amp; ORDER!,6/24/2020 19:21,47996,268018,FALSE,1.27587E+18
Twitter for iPhone,Is James Comey and his band of Dirty Cops going to apologize to General Michael Flynn (and many others) for what they have done to ruin his life? What about Robert Mueller and his Angry Democrat Cronies - Are they going to say SO SORRY? And what about Obama &amp; Biden?,6/24/2020 16:58,53930,183109,FALSE,1.27584E+18
Twitter for iPhone,RT @GOPLeader: The President tweets that people should stop breaking the law and Twitter moves to censor him.The left is uncomfortable th…,6/24/2020 14:47,27233,0,FALSE,1.2758E+18
Twitter for iPhone,RT @GOPLeader: The left-wing mob presents a serious threat to the American way of life. They won’t stop at statues. They've already torched…,6/24/2020 14:47,16384,0,FALSE,1.2758E+18
Twitter for iPhone,Great!  Appeals Court Upholds Justice Departments Request To Drop Criminal Case Against General Michael Flynn!,6/24/2020 14:40,49531,209151,FALSE,1.2758E+18
Twitter for iPhone,A GREAT DAY IN ARIZONA! https://t.co/jsohSb5QF6,6/24/2020 4:26,35358,156694,FALSE,1.27565E+18
Twitter for iPhone,It is ashame that Congress doesn’t do something about the lowlifes that burn the American Flag. It should be stopped and now!,6/24/2020 3:49,46334,253220,FALSE,1.27564E+18
Twitter for iPhone,Tomorrow @SenatorTimScott and the Senate Republicans have a Great Bill the #JUSTICEAct up for a vote. Will be great for both people of color and police - in fact has major police support. Rebuilding trust and keeping communities safe! Hope to sign it into law ASAP!,6/24/2020 3:30,20909,86838,FALSE,1.27563E+18
Twitter for iPhone,BIG VICTORY for patients – Federal court UPHOLDS hospital price transparency. Patients deserve to know the price of care BEFORE they enter the hospital. Because of my action they will. This may very well be bigger than healthcare itself. Congratulations America!,6/24/2020 1:21,55009,237506,FALSE,1.2756E+18
Twitter for iPhone,RT @WhiteHouse: LIVE: POTUS delivers an address to young Americans https://t.co/fImwjHJAyh,6/23/2020 22:33,13782,0,FALSE,1.27556E+18
Twitter for iPhone,RT @TeamTrump: President @realDonaldTrump: We prevented a coronavirus catastrophe at the Southern Border https://t.co/DXUMdloyCJ,6/23/2020 19:32,8844,0,FALSE,1.27551E+18
Twitter for iPhone,RT @WhiteHouse: President @realDonaldTrump is in Yuma Arizona to commemorate the completion of 200+ miles of border wall! https://t.co/4h…,6/23/2020 19:32,12534,0,FALSE,1.27551E+18
Twitter for iPhone,RT @KellyannePolls: #SchoolChoice gives parents the power to pick a better educational solution for their children. All Kids Matter. .@…,6/23/2020 19:31,10969,0,FALSE,1.27551E+18
Twitter for iPhone,RT @TeamTrump: President @realDonaldTrump will not let thugs destroy America's monuments! https://t.co/3wSwh0FKH5,6/23/2020 19:27,11938,0,FALSE,1.27551E+18
Twitter for iPhone,RT @TeamTrump: Governor of Arizona Doug Ducey to President @realDonaldTrump on Border Security: “This is the first administration that has…,6/23/2020 19:25,9826,0,FALSE,1.27551E+18
Twitter for iPhone,RT @TeamTrump: Rep. Debbie Lesko to President @realDonaldTrump on Border Security: “There is such a clear difference between you and your f…,6/23/2020 19:25,7574,0,FALSE,1.27551E+18
Twitter for iPhone,Cases up only because of our big number testing. Mortality rate way down!!! https://t.co/bKFmgOLEGZ,6/23/2020 19:25,21153,81177,FALSE,1.27551E+18
Twitter for iPhone,We broke them up last night fast. Numerous are and will be in prison! https://t.co/IrCl5Uo1Cy,6/23/2020 19:21,25952,106019,FALSE,1.27551E+18
Twitter for iPhone,RT @AllenWest: Just a basic perusal of the #BlackLivesMatter website will tell you all you need to know about their true agenda. Here's my…,6/23/2020 19:18,10898,0,FALSE,1.27551E+18
Twitter for iPhone,Hogan Gidley will be leaving the White House on July 1 and heading over to my campaign to be the National Press Secretary.  He is a strong loyal and trusted member of the team that I know will do an outstanding job! We must WIN this election! Follow him at @JHoganGidley.,6/23/2020 17:23,19295,86053,FALSE,1.27548E+18
Twitter for iPhone,....Dr. Anthony Fauci who is with us in all ways a very high 72% Approval Rating. So if he is in charge along with V.P. etc. and with us doing all of these really good things why doesn’t the Lamestream Media treat us as they should? Answer: Because they are Fake News!,6/23/2020 14:41,16446,80648,FALSE,1.27544E+18
Twitter for iPhone,We did a great job on CoronaVirus including the very early ban on China Ventilator production and Testing which is by far the most and best in the World. We saved millions of U.S. lives.! Yet the Fake News refuses to acknowledge this in a positive way. But they do give....,6/23/2020 14:41,25147,121716,FALSE,1.27544E+18
Twitter for iPhone,There will never be an “Autonomous Zone” in Washington D.C. as long as I’m your President. If they try they will be met with serious force!,6/23/2020 12:45,0,0,FALSE,1.27541E+18
Twitter for iPhone,Cases are going up in the U.S. because we are testing far more than any other country and ever expanding. With smaller testing we would show fewer cases!,6/23/2020 10:54,37145,219813,FALSE,1.27538E+18
Twitter for iPhone,.....This action is taken effective immediately but may also be used retroactively for destruction or vandalism already caused. There will be no exceptions!,6/23/2020 10:46,37713,168857,FALSE,1.27538E+18
Twitter for iPhone,I have authorized the Federal Government to arrest anyone who vandalizes or destroys any monument statue or other such Federal property in the U.S. with up to 10 years in prison per the Veteran’s Memorial Preservation Act or such other laws that may be pertinent.....,6/23/2020 10:46,79326,317201,FALSE,1.27538E+18
Twitter for iPhone,Washed up Creepster John Bolton is a lowlife who should be in jail money seized for disseminating for profit highly Classified information. Remember what they did to the young submarine sailor but did nothing to Crooked Hillary. I ended up pardoning him - It wasn’t fair!,6/23/2020 10:28,26099,109360,FALSE,1.27538E+18
Twitter for iPhone,RT @TwitterMoments: “I think it was unquestionably a success for the United States because the President protected defended American inter…,6/23/2020 4:56,6801,0,FALSE,1.27529E+18
Twitter for iPhone,RT @YonhapNews: (2nd LD) Cheong Wa Dae says much of Bolton's memoir on Korea 'distorted' urges U.S. gov't to address such 'dangerous' case…,6/23/2020 4:53,8696,0,FALSE,1.27529E+18
Twitter for iPhone,RT @koreatimescokr: Chung Eui-yong director of national security at Cheong Wa Dae said in a statement that much of it reflects what Bolto…,6/23/2020 4:53,6893,0,FALSE,1.27529E+18
Twitter for iPhone,See Bolton broke the law. Classified Information! https://t.co/lBWrmYxnka,6/23/2020 4:53,17107,57322,FALSE,1.27529E+18
Twitter for iPhone,Interesting guy. “Bolton is really dumb”.  True and he broke the law! https://t.co/bP52vXukId,6/23/2020 4:39,12040,47062,FALSE,1.27529E+18
Twitter for iPhone,Numerous people arrested in D.C. for the disgraceful vandalism in Lafayette Park of the magnificent Statue of Andrew Jackson in addition to the exterior defacing of St. John’s Church across the street. 10 years in prison under the Veteran’s Memorial Preservation Act. Beware!,6/23/2020 2:46,52764,191327,FALSE,1.27526E+18
Twitter for iPhone,Looks what’s going on here. Where are the protesters? Was this man arrested? https://t.co/2E1UbU5vNN,6/23/2020 2:35,53931,157926,FALSE,1.27526E+18
Twitter for iPhone,So terrible! https://t.co/hSI9f2WW58,6/23/2020 2:34,12277,47525,FALSE,1.27526E+18
Twitter for iPhone,The China Trade Deal is fully intact. Hopefully they will continue to live up to the terms of the Agreement!,6/23/2020 2:22,22652,120707,FALSE,1.27525E+18
Twitter for iPhone,I brought back Cars &amp; Jobs. Will do it again for Michigan &amp; everywhere else!!! https://t.co/PbJdI5T8WK,6/23/2020 0:06,14128,60605,FALSE,1.27522E+18
Twitter for iPhone,RT @CortesSteve: Scenes from Antifastan:A bunch of white extremists enforce racial segregation...in the name of tolerance...ish...https…,6/23/2020 0:00,11341,0,FALSE,1.27522E+18
Twitter for iPhone,RT @ScottAdamsSays: Trump just won 2020. (And Shaun King isn’t wrong about this by the way. White Jesus never made sense to me. But I’m no…,6/23/2020 0:00,6488,0,FALSE,1.27522E+18
Twitter for iPhone,A really wonderful book. Buy it and enjoy! https://t.co/GZgicj3o3G,6/22/2020 23:59,7711,33221,FALSE,1.27522E+18
Twitter for iPhone,WOW! The Trump Rally gives @FoxNews the “LARGEST SATURDAY NIGHT AUDIENCE IN ITS HUSTORY”. Isn’t it amazing that virtually nobody in the Lamestream Media is reporting this rather major feat!,6/22/2020 23:35,36627,159638,FALSE,1.27521E+18
Twitter for iPhone,Rather hard to believe that @FoxNews didn’t know that the Border Wall is well under construction fully financed &amp; already over 200 miles long? Will soon be finished! They just reported that “it is something that Dems are unlikely to budge on in this election year”.  @BretBaier,6/22/2020 22:50,19925,73660,FALSE,1.2752E+18
Twitter for iPhone,Could somebody please explain to reporter Doug Mckelway of @FoxNews that the Border Wall has long been under construction the battle (war) is won the Dems have FINALLY given in. In fact I will be in Arizona tomorrow to celebrate the 212th plus mile of completion. @BretBaier,6/22/2020 22:35,25379,98139,FALSE,1.2752E+18
Twitter for iPhone,PRESIDENTIAL HARASSMENT!,6/22/2020 18:41,38673,204168,FALSE,1.27514E+18
Twitter for iPhone,“Trump rally gives Fox News largest Saturday night audience in its history” https://t.co/XZaStbbRIp,6/22/2020 18:40,26538,97335,FALSE,1.27514E+18
Twitter for iPhone,Senator Jim Inhofe (@InhofeForSenate) delivers for the State of Oklahoma! A U.S. Army veteran he fights hard for our Military Vets Small Businesses and our terrific Farmers. Jim has my Complete and Total Endorsement! #OKSEN https://t.co/PinDAlZGQF,6/22/2020 18:18,13839,46191,FALSE,1.27513E+18
Twitter for iPhone,Congressman @FrankDLucas is working hard for Oklahoma. He strongly supports our Great Farmers Small Businesses and Vets and he will always fight for Life and the Second Amendment. Frank has my Complete and Total Endorsement! #OK03 https://t.co/OxsgfW5OoD,6/22/2020 18:16,8514,33487,FALSE,1.27513E+18
Twitter for iPhone,Congressman Tom Cole is doing an incredible job for the people of Oklahoma! He delivers for our Military Vets and Brave Law Enforcement and he will always stand for Life and the Second Amendment! Tom has my Complete and Total Endorsement! #OK04,6/22/2020 18:15,16426,64528,FALSE,1.27513E+18
Twitter for iPhone,Congressman @MarkwayneMullin is a Warrior for the people of Oklahoma! He proudly FIGHTS for our Border Infrastructure Second Amendment and our Brave Law Enforcement. Markwayne has my Complete and Total Endorsement! #OK02 https://t.co/urUAMfEU0j,6/22/2020 18:13,11434,39347,FALSE,1.27513E+18
Twitter for iPhone,Congressman Kevin Hern (@krhern) is a tremendous advocate for the State of Oklahoma! A successful businessman he is Strong on the Wall our Military and the Second Amendment. Kevin has my Complete and Total Endorsement! #OK01 https://t.co/ufDH84Txwy,6/22/2020 18:11,7677,29707,FALSE,1.27513E+18
Twitter for iPhone,If people can go out and protest riot break into stores and create all sorts of havoc they can also go out and VOTE — and keep our Election Honest. With millions of mail-in ballots being sent out who knows where they are going and to whom?,6/22/2020 18:10,61534,245819,FALSE,1.27513E+18
Twitter for iPhone,https://t.co/2QQn6wHJYf,6/22/2020 15:59,20828,84505,FALSE,1.2751E+18
Twitter for iPhone,https://t.co/WY3m7d8PEC,6/22/2020 15:58,15428,57195,FALSE,1.2751E+18
Twitter for iPhone,Unlike the radical left I will ALWAYS stand against socialism and with the people of Venezuela. My Admin has always stood on the side of FREEDOM and LIBERTY and against the oppressive Maduro regime! I would only meet with Maduro to discuss one thing: a peaceful exit from power!,6/22/2020 14:25,49925,184009,FALSE,1.27507E+18
Twitter for iPhone,Because of MAIL-IN BALLOTS 2020 will be the most RIGGED Election in our nations history - unless this stupidity is ended. We voted during World War One &amp; World War Two with no problem but now they are using Covid in order to cheat by using Mail-Ins!,6/22/2020 13:45,45505,167062,FALSE,1.27506E+18
Twitter for iPhone,I gave John Bolton who was incapable of being Senate confirmed because he was considered a wacko and was not liked a chance. I always like hearing differing points of view. He turned out to be grossly incompetent and a liar.   See judge’s opinion. CLASSIFIED INFORMATION!!!,6/22/2020 12:34,27585,115937,FALSE,1.27504E+18
Twitter for iPhone,RIGGED 2020 ELECTION: MILLIONS OF MAIL-IN BALLOTS WILL BE PRINTED BY FOREIGN COUNTRIES AND OTHERS. IT WILL BE THE SCANDAL OF OUR TIMES!,6/22/2020 11:16,66610,251177,FALSE,1.27502E+18
Twitter for iPhone,Barr: Mail-in Ballots ‘Absolutely Opens the Floodgates to Fraud‘ https://t.co/vd4AD3EPb0 via @BreitbartNews. This will be the Election disaster of our time. Mail-In Ballots will lead to a RIGGED ELECTION!,6/22/2020 11:10,23141,64685,FALSE,1.27502E+18
Twitter for iPhone,Our Coronavirus testing is so much greater (25 million tests) and so much more advanced that it makes us look like we have more cases especially proportionally than other countries. My message on that is very clear!,6/22/2020 4:48,25554,135851,FALSE,1.27493E+18
Twitter for iPhone,Ridiculous don’t do it! https://t.co/VYez8p9AJh,6/22/2020 4:39,22018,89196,FALSE,1.27492E+18
Twitter for iPhone,Actually that would be a big improvement - and she would win! https://t.co/EzmOjNtYJS,6/22/2020 4:34,11074,51866,FALSE,1.27492E+18
